,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.13020749999999998,0.0241975,0.0257375,0.025777499999999995,1.4720975,0.11945750000000004,0.10514000000000001,0.09374250000000002,0.8636299999999997,0.09794250000000002,2.2786725000000003,1.1314149999999996,0.04247,0.04133000000000001,0.05818500000000001,0.4892975,0.30693999999999994,0.0270425,0.0241975
2,0.10757749999999999,0.024215,0.027310000000000008,0.027137500000000005,1.3042375000000002,0.12324,0.09789749999999996,0.10548749999999996,1.0576924999999995,0.2965375,2.5638825,2.279044999999999,0.04144499999999999,0.04045750000000001,0.053297500000000005,0.6325725000000004,0.28732999999999986,0.028850000000000004,0.0241975
3,0.10529500000000001,0.024215,0.040040000000000006,0.03218500000000001,1.1520650000000008,0.1307375000000001,0.09344999999999999,0.13788999999999993,1.214685,0.524555,2.85671,3.975512500000001,0.046667499999999994,0.04013499999999999,0.048095000000000034,0.8442574999999998,0.26062,0.031552500000000004,0.0241975
4,0.1529325,0.0242175,0.05573499999999999,0.04226000000000001,0.9774975000000007,0.1350025,0.101925,0.176535,1.3101700000000005,0.6922075000000002,3.0914425,5.5860225,0.05780500000000001,0.044590000000000005,0.04379750000000002,1.0225474999999997,0.22767750000000003,0.03424250000000001,0.0241975
5,0.32052749999999985,0.0242175,0.07346749999999999,0.052834999999999986,0.7705399999999997,0.13833749999999995,0.13755250000000005,0.21166249999999995,1.3278849999999995,0.7804175000000003,3.2260075000000015,7.094417500000002,0.08101000000000001,0.09068749999999998,0.04035,1.125727499999999,0.18761500000000003,0.03648000000000001,0.0241975
6,0.9155274999999998,0.0242725,0.089955,0.05469999999999999,0.5511774999999998,0.13596500000000006,0.21641250000000004,0.23977250000000006,1.2678175,0.781525,3.2247650000000005,8.29615750000001,0.13941500000000012,0.22674999999999998,0.038349999999999995,1.1302900000000002,0.14372000000000013,0.03783750000000002,0.0241975
7,2.3477875000000004,0.0243525,0.11076749999999995,0.050790000000000037,0.3754875,0.12956249999999997,0.3207899999999998,0.260835,1.2049874999999999,0.7293650000000005,3.0777899999999994,9.036704999999996,0.2665449999999999,0.39120250000000006,0.037057500000000014,1.0292499999999996,0.09906500000000003,0.03859250000000002,0.0241975
8,4.0726450000000005,0.0244,0.14876250000000002,0.04556500000000001,0.2755674999999999,0.11698500000000002,0.4420349999999999,0.28251999999999994,1.2161199999999999,0.694135,2.7960799999999995,9.193317500000001,0.4577725000000001,0.5559425000000001,0.03644500000000001,0.8490399999999999,0.06832999999999997,0.03905,0.0241975
9,5.831962500000007,0.024519999999999993,0.2049599999999999,0.044214999999999983,0.20423249999999993,0.10309750000000001,0.5728249999999999,0.3125574999999997,1.2872474999999997,0.8601675000000001,2.406007499999998,8.777662500000002,0.6480374999999997,0.7540350000000003,0.03511500000000002,0.6464924999999999,0.05518249999999998,0.039797500000000006,0.0241975
10,7.4017900000000045,0.024907499999999992,0.2599274999999999,0.04426249999999999,0.15241500000000013,0.09644500000000003,0.7025024999999995,0.35142000000000007,1.4011050000000007,1.3436200000000007,1.9503325000000002,7.886950000000004,0.7984900000000003,0.9337800000000004,0.034207500000000016,0.49552999999999997,0.07687500000000001,0.04094499999999997,0.0241975
